employee_id,gender,department,job_level,education,age,experience_years,performance_rating,annual_salary,promoted_last_cycle,exited_last_12mo,hire_year
EMP00022,Male,Finance,Senior,Bachelors,22,0.0,3.4,64390.0,True,False,2026
EMP00023,Female,Engineering,Associate,Bachelors,25,2.9,3.9,47878.0,True,False,2023
EMP00024,Female,Finance,Senior,Masters,34,9.1,2.2,81325.0,True,False,2016
EMP00025,Female,Marketing,Senior,Masters,36,7.5,3.4,71654.0,True,False,2018
EMP00026,Male,HR,Associate,Bachelors,35,7.7,3.1,65164.0,False,False,2017
EMP00027,Male,Engineering,Associate,Bachelors,40,14.8,3.3,70354.0,False,True,2010
EMP00028,Male,Marketing,Lead,Bachelors,22,1.9,3.1,88047.0,False,False,2024
EMP00029,Male,Finance,Lead,PhD,27,6.9,3.5,99097.0,True,False,2018
EMP00030,Female,Sales,Lead,Bachelors,34,8.2,4.6,87410.0,False,False,2017
EMP00031,Female,Engineering,Senior,Bachelors,24,4.1,3.2,70753.0,True,False,2021
EMP00032,Female,HR,Manager,PhD,30,7.1,3.6,101774.0,False,False,2019
EMP00033,Male,Engineering,Manager,Bachelors,26,0.6,4.6,110459.0,False,False,2024
EMP00034,Male,Sales,Associate,Bachelors,33,12.6,3.1,58326.0,True,False,2013
EMP00035,Male,Marketing,Director,Bachelors,25,4.3,4.5,131043.0,False,False,2022
EMP00036,Male,HR,Associate,Bachelors,39,15.1,3.4,76267.0,False,False,2011
EMP00037,Male,HR,Lead,Bachelors,32,6.9,4.5,102339.0,True,False,2018
EMP00038,Male,Finance,Manager,Bachelors,38,11.1,3.9,117156.0,False,False,2015
EMP00039,Male,Operations,Senior,Masters,33,6.8,3.6,74321.0,False,False,2019
EMP00040,Female,Engineering,Senior,Masters,31,6.9,3.4,72336.0,True,True,2018
EMP00041,Male,Marketing,Senior,Bachelors,26,4.7,3.0,74795.0,True,False,2021
EMP00042,Female,Engineering,Associate,Bachelors,28,7.5,3.4,47361.0,False,False,2018
EMP00043,Female,Engineering,Associate,Bachelors,31,8.3,3.9,60713.0,False,False,2017
EMP00044,Male,Sales,Associate,PhD,29,3.9,3.4,57296.0,False,False,2021
EMP00045,Female,HR,Associate,Bachelors,32,6.5,3.2,52080.0,False,False,2020
EMP00046,Female,Operations,Senior,Masters,22,4.6,3.2,68306.0,False,False,2021
EMP00047,Male,Finance,Senior,Bachelors,38,16.2,4.0,95195.0,True,False,2010
EMP00048,Male,HR,Senior,Masters,34,6.6,4.1,78033.0,True,False,2018
EMP00049,Female,Finance,Lead,Bachelors,37,13.2,3.0,87026.0,False,False,2013
EMP00050,Male,Sales,Associate,Masters,26,6.2,3.0,58834.0,False,False,2020
EMP00051,Male,Operations,Associate,Bachelors,39,8.0,3.6,58988.0,False,True,2018
EMP00052,Male,Operations,Manager,Masters,26,1.7,4.3,107137.0,False,False,2024
EMP00053,Female,Engineering,Manager,Bachelors,30,5.2,4.1,104488.0,True,False,2020
EMP00054,Female,Marketing,Senior,Masters,33,7.8,2.6,80667.0,False,False,2018
EMP00055,Female,Finance,Associate,Masters,36,13.3,3.2,65926.0,False,False,2012
EMP00056,Female,Marketing,Lead,PhD,30,7.9,2.8,91083.0,True,False,2018
EMP00057,Male,Operations,Manager,Bachelors,43,12.5,3.2,116572.0,True,True,2014
EMP00058,Male,Operations,Senior,Bachelors,37,9.6,4.4,86582.0,False,False,2016
EMP00059,Male,Marketing,Associate,Bachelors,40,13.5,2.5,67510.0,False,False,2012
EMP00060,Male,Engineering,Associate,Bachelors,33,6.8,2.4,62317.0,False,True,2019
EMP00061,Female,Marketing,Senior,Bachelors,38,16.6,2.9,80588.0,True,True,2008
EMP00062,Male,Sales,Manager,PhD,33,5.1,3.6,111483.0,False,True,2020
EMP00063,Male,Marketing,Lead,PhD,25,3.9,3.8,97485.0,True,False,2021
EMP00064,Female,HR,Associate,Bachelors,27,2.2,3.7,49007.0,True,False,2024
EMP00065,Female,Marketing,Senior,Masters,35,16.3,4.1,86801.0,False,False,2010
EMP00066,Male,Sales,Manager,Masters,28,10.3,2.3,126557.0,False,False,2015
EMP00067,Male,Sales,Senior,PhD,31,5.7,4.1,74536.0,False,False,2019
EMP00068,Male,Finance,Manager,Bachelors,34,12.0,3.2,121341.0,False,False,2013
EMP00069,Male,Engineering,Senior,Bachelors,28,9.8,3.8,85487.0,True,False,2015
EMP00070,Male,Sales,Senior,Masters,41,14.9,2.6,89220.0,True,False,2010
EMP00071,Male,Operations,Lead,Bachelors,31,0.8,3.4,86641.0,False,False,2024
EMP00072,Male,Engineering,Senior,Bachelors,34,5.9,3.5,76611.0,True,False,2019
EMP00073,Female,Marketing,Director,PhD,28,5.1,4.1,122320.0,True,False,2020
EMP00074,Male,Sales,Senior,PhD,24,0.0,2.4,60736.0,False,False,2026
EMP00075,Male,Engineering,Senior,Masters,38,11.2,3.4,93601.0,True,False,2015
EMP00076,Male,Marketing,Senior,Masters,33,5.9,2.7,74070.0,False,False,2019
EMP00077,Male,HR,Senior,Bachelors,33,10.0,3.7,86488.0,False,False,2015
EMP00078,Female,Sales,Associate,Bachelors,41,16.4,3.9,68099.0,True,False,2009
EMP00079,Male,Engineering,Lead,Bachelors,31,5.6,4.2,95581.0,False,False,2019
EMP00080,Female,Engineering,Senior,Bachelors,31,5.3,3.1,69269.0,False,False,2020
EMP00081,Female,HR,Senior,Bachelors,31,7.5,4.0,64948.0,False,False,2018
EMP00082,Male,Operations,Lead,Masters,35,10.9,4.2,104308.0,True,False,2015
EMP00083,Female,Sales,Associate,Bachelors,33,4.7,2.4,50371.0,False,False,2021
EMP00084,Male,Sales,Lead,Masters,32,4.5,3.8,98836.0,True,False,2020
EMP00085,Male,Marketing,Senior,Bachelors,37,11.2,4.0,82013.0,False,False,2014
EMP00086,Male,Marketing,Senior,Bachelors,38,8.5,3.2,78041.0,True,False,2018
EMP00087,Female,Sales,Lead,Bachelors,23,0.0,2.7,71925.0,False,False,2026
EMP00088,Male,Engineering,Lead,Bachelors,31,2.1,4.0,96920.0,True,False,2024
EMP00089,Male,HR,Manager,Masters,39,13.0,2.7,118122.0,False,False,2012
EMP00090,Male,Marketing,Senior,Bachelors,42,8.6,3.3,83049.0,False,False,2017
EMP00091,Male,Marketing,Senior,Bachelors,24,4.0,3.4,78081.0,False,False,2021
EMP00092,Female,Sales,Lead,Masters,28,6.3,3.8,89681.0,False,False,2020
EMP00093,Male,Operations,Lead,Bachelors,32,7.1,3.0,90143.0,False,True,2019
EMP00094,Male,HR,Lead,Bachelors,35,9.9,3.0,94393.0,False,False,2015
EMP00095,Male,Marketing,Senior,Bachelors,31,1.6,3.5,74339.0,False,False,2023
EMP00096,Female,Sales,Lead,Bachelors,26,3.6,4.0,82724.0,False,False,2021
EMP00097,Male,Finance,Associate,Masters,35,8.1,4.8,68118.0,True,False,2018
EMP00098,Male,Operations,Senior,Bachelors,34,6.6,2.5,75857.0,False,False,2019
EMP00099,Male,Engineering,Associate,Bachelors,35,9.3,3.6,66259.0,True,False,2017
EMP00100,Female,Operations,Senior,Bachelors,23,2.1,2.7,68442.0,True,False,2023
EMP00101,Female,Finance,Lead,Bachelors,37,8.4,4.0,87753.0,True,False,2018
EMP00102,Female,Engineering,Senior,Bachelors,39,11.4,2.8,73134.0,False,False,2014
EMP00103,Male,Finance,Senior,Masters,35,8.9,3.0,83210.0,False,False,2017
EMP00104,Female,Engineering,Manager,Bachelors,32,7.6,3.0,107266.0,False,False,2017
EMP00105,Female,Engineering,Lead,Masters,31,6.6,3.4,77989.0,True,False,2019
EMP00106,Female,Engineering,Senior,Bachelors,27,3.7,3.6,71139.0,False,False,2021
EMP00107,Male,Marketing,Director,Bachelors,33,6.7,3.7,129005.0,False,False,2018
EMP00108,Male,HR,Senior,Bachelors,36,12.0,3.4,88069.0,False,False,2014
EMP00109,Male,Marketing,Manager,Masters,28,6.5,2.6,117121.0,True,False,2018
EMP00110,Female,Engineering,Associate,Masters,24,3.4,3.8,53077.0,False,False,2023
EMP00111,Male,Sales,Associate,Bachelors,27,5.0,3.4,61683.0,False,False,2020
EMP00112,Male,Operations,Senior,Bachelors,32,7.8,4.1,82615.0,False,False,2017
EMP00113,Male,Operations,Associate,Masters,29,5.5,3.0,63600.0,False,False,2020
EMP00114,Male,Finance,Senior,Bachelors,34,8.9,2.4,74302.0,True,False,2017
EMP00115,Male,Engineering,Associate,Bachelors,35,9.1,3.4,63817.0,False,False,2017
EMP00116,Female,Finance,Senior,Bachelors,33,10.6,4.2,84046.0,True,False,2014
EMP00117,Female,Finance,Associate,Masters,41,12.7,3.5,62914.0,False,False,2013
EMP00118,Female,HR,Associate,Masters,34,11.0,3.3,66886.0,False,False,2014
EMP00119,Male,Engineering,Director,Bachelors,26,3.3,2.9,123922.0,True,False,2022
EMP00120,Female,Operations,Senior,PhD,29,3.4,4.5,79592.0,False,False,2022
EMP00121,Female,Marketing,Manager,Bachelors,25,6.7,2.8,118481.0,False,False,2018
EMP00122,Female,Engineering,Senior,Bachelors,27,5.2,3.0,72829.0,False,False,2021
EMP00123,Male,Sales,Associate,Bachelors,29,2.4,3.7,56910.0,False,False,2023
EMP00124,Male,Marketing,Lead,Bachelors,24,5.2,2.3,95467.0,False,False,2020
EMP00125,Male,Engineering,Senior,Bachelors,32,5.1,4.2,73501.0,False,False,2021
EMP00126,Male,Sales,Associate,Bachelors,33,4.3,3.8,52602.0,False,True,2021
EMP00127,Male,Marketing,Manager,Bachelors,29,5.7,3.9,119276.0,True,False,2020
EMP00128,Male,Operations,Lead,Masters,37,11.7,3.7,105746.0,False,False,2014
EMP00129,Male,Engineering,Lead,Bachelors,35,7.8,3.3,96694.0,False,False,2017
EMP00130,Female,HR,Senior,Bachelors,39,16.9,2.8,86402.0,True,False,2009
EMP00131,Male,Operations,Lead,Masters,34,7.7,3.3,87906.0,False,False,2017
EMP00132,Female,Finance,Associate,Masters,28,5.8,2.8,51023.0,False,False,2020
EMP00133,Female,Operations,Director,Masters,30,7.0,3.7,119866.0,True,False,2018
EMP00134,Male,Sales,Senior,Masters,30,8.0,3.9,85372.0,False,False,2018
EMP00135,Female,Finance,Associate,Masters,34,8.7,4.3,65068.0,False,False,2016
EMP00136,Male,Operations,Associate,Bachelors,43,15.3,3.6,76057.0,True,False,2010
EMP00137,Female,Sales,Senior,Bachelors,27,3.6,4.0,76885.0,False,False,2021
EMP00138,Male,Marketing,Director,Masters,31,10.4,3.2,131211.0,True,False,2015
EMP00139,Female,HR,Manager,Bachelors,29,7.8,3.1,107622.0,True,False,2017
EMP00140,Male,Marketing,Lead,Bachelors,26,0.7,3.7,90668.0,False,False,2025
EMP00141,Male,Sales,Director,Bachelors,40,10.1,3.2,141731.0,False,False,2015
EMP00142,Male,Operations,Lead,Bachelors,37,12.1,3.6,113423.0,True,False,2013
EMP00143,Female,Operations,Associate,Bachelors,26,3.6,2.8,43767.0,False,False,2022
EMP00144,Male,Marketing,Lead,Bachelors,33,7.0,2.9,93646.0,False,False,2019
EMP00145,Male,Finance,Associate,Masters,23,0.1,3.8,48581.0,False,False,2025
EMP00146,Male,Marketing,Associate,PhD,25,2.0,3.9,55390.0,False,False,2024
EMP00147,Male,Finance,Senior,Bachelors,32,11.2,2.8,83254.0,False,False,2014
EMP00148,Male,HR,Associate,PhD,33,5.1,3.8,58114.0,False,False,2021
EMP00149,Male,Marketing,Director,Bachelors,21,2.6,3.1,129310.0,False,False,2022
EMP00150,Male,Engineering,Director,PhD,34,7.9,3.4,129644.0,False,False,2017
EMP00151,Female,HR,Associate,PhD,28,4.9,4.3,53407.0,False,False,2020
EMP00152,Female,Sales,Lead,Bachelors,28,5.1,3.9,85396.0,False,False,2020
EMP00153,Male,Sales,Senior,Masters,39,10.0,3.9,83259.0,True,False,2015
EMP00154,Male,Sales,Associate,PhD,24,2.4,4.5,52186.0,True,False,2023
EMP00155,Male,Operations,Senior,Masters,25,3.4,3.0,71906.0,False,False,2023
EMP00156,Female,Engineering,Associate,PhD,31,7.6,2.8,56034.0,False,True,2017
EMP00157,Male,Finance,Senior,Bachelors,36,10.9,3.0,80204.0,False,False,2014
EMP00158,Female,Operations,Associate,Bachelors,35,12.0,3.2,64107.0,False,False,2014
EMP00159,Female,Engineering,Associate,Masters,24,4.3,2.0,47589.0,True,True,2022
EMP00160,Female,HR,Associate,Masters,32,10.7,3.3,66670.0,True,False,2014
EMP00161,Male,HR,Manager,Masters,32,3.9,3.1,108370.0,False,False,2021
EMP00162,Female,Marketing,Associate,Bachelors,39,14.3,3.9,68653.0,False,False,2012
EMP00163,Male,Finance,Senior,Bachelors,28,2.5,3.6,70299.0,False,True,2024
EMP00164,Male,Marketing,Senior,Bachelors,36,12.3,3.0,85422.0,True,True,2014
EMP00165,Male,Marketing,Senior,Masters,26,4.4,3.8,78849.0,False,False,2021
EMP00166,Male,Marketing,Senior,Bachelors,44,15.1,3.8,90405.0,False,False,2010
EMP00167,Female,Finance,Associate,Masters,33,9.4,2.9,59823.0,True,False,2017
EMP00168,Female,HR,Senior,Masters,26,2.9,3.1,62678.0,True,False,2023
EMP00169,Male,Marketing,Senior,Bachelors,32,4.9,2.1,74686.0,False,False,2021
EMP00170,Female,Operations,Lead,Bachelors,32,10.1,2.7,88519.0,False,False,2016
EMP00171,Male,Finance,Senior,Bachelors,33,11.2,3.0,87207.0,False,False,2014
EMP00172,Male,Operations,Senior,PhD,31,6.7,3.4,78494.0,False,True,2019
EMP00173,Male,Finance,Senior,Masters,31,7.2,2.8,83284.0,False,False,2018
EMP00174,Female,Marketing,Associate,Bachelors,35,10.0,3.1,54676.0,True,False,2016
EMP00175,Male,Finance,Senior,Bachelors,38,7.5,2.7,71445.0,False,False,2018
EMP00176,Male,Sales,Associate,Bachelors,27,1.8,3.5,50735.0,False,True,2023
EMP00177,Male,Sales,Senior,Bachelors,21,3.7,3.7,69112.0,False,True,2021
EMP00178,Female,Marketing,Lead,PhD,33,7.9,3.6,82851.0,False,False,2018
EMP00179,Female,Operations,Associate,Masters,36,11.9,3.4,63634.0,False,False,2013
EMP00180,Female,HR,Associate,Bachelors,38,13.5,2.5,61355.0,True,False,2012
EMP00181,Female,Marketing,Senior,Masters,35,10.1,3.0,74783.0,False,False,2016
EMP00182,Female,Marketing,Senior,Bachelors,32,8.1,3.2,74336.0,False,False,2017
EMP00183,Male,Sales,Manager,Masters,34,10.0,3.2,116211.0,True,False,2015
EMP00184,Male,HR,Director,Bachelors,30,4.3,3.4,135251.0,False,False,2021
EMP00185,Female,Marketing,Director,Masters,29,6.4,4.3,118466.0,False,True,2020
EMP00186,Female,HR,Senior,PhD,25,3.7,3.9,64296.0,True,False,2022
EMP00187,Male,Marketing,Associate,Bachelors,35,2.0,2.8,54584.0,False,False,2023
EMP00188,Male,Sales,Lead,Masters,30,8.3,3.8,98987.0,False,False,2017
EMP00189,Female,Operations,Senior,PhD,32,7.7,3.8,83362.0,False,False,2017
EMP00190,Male,Marketing,Lead,Bachelors,29,9.8,2.9,97295.0,False,False,2016
EMP00191,Female,Engineering,Associate,Bachelors,34,9.2,3.9,64899.0,False,False,2016
EMP00192,Male,Marketing,Associate,Masters,29,8.0,3.3,66229.0,False,False,2018
EMP00193,Male,HR,Associate,Bachelors,32,9.2,2.6,59515.0,False,False,2017
EMP00194,Female,Engineering,Associate,Bachelors,34,6.8,3.7,53023.0,True,False,2018
EMP00195,Male,Sales,Associate,Bachelors,34,8.7,3.5,66515.0,False,False,2016
EMP00196,Male,Engineering,Director,Masters,30,4.1,3.3,130350.0,True,False,2022
EMP00197,Female,HR,Associate,Bachelors,27,8.5,3.4,51180.0,False,False,2018
EMP00198,Female,Finance,Senior,Bachelors,39,9.7,3.0,71613.0,False,False,2015
EMP00199,Male,Operations,Director,Masters,25,4.3,3.8,119704.0,False,False,2021
EMP00200,Male,Marketing,Senior,Bachelors,36,7.2,3.4,81382.0,False,False,2019
EMP00201,Female,Operations,Senior,Masters,32,4.5,3.5,70186.0,False,False,2020
EMP00202,Female,Sales,Lead,Bachelors,31,4.9,3.6,87810.0,False,False,2020
EMP00203,Male,Finance,Senior,PhD,24,2.5,2.7,63084.0,True,True,2022
EMP00204,Male,HR,Senior,Masters,37,12.1,2.9,80458.0,False,False,2013
EMP00205,Male,Finance,Manager,Bachelors,34,11.3,2.1,115338.0,True,False,2015
EMP00206,Male,Finance,Lead,Masters,33,9.1,3.7,98061.0,False,False,2016
EMP00207,Male,HR,Manager,Bachelors,38,14.9,2.7,124921.0,False,False,2010
EMP00208,Female,Sales,Director,Bachelors,24,6.2,3.5,124723.0,False,False,2020
EMP00209,Male,HR,Senior,Bachelors,46,19.1,3.6,106528.0,True,False,2007
EMP00210,Male,Finance,Lead,Masters,30,6.1,3.8,96470.0,False,False,2020
EMP00211,Female,Operations,Senior,Bachelors,31,8.0,2.7,74016.0,False,False,2017
EMP00212,Female,Operations,Lead,Bachelors,28,5.4,3.4,83159.0,False,False,2020
EMP00213,Male,Sales,Lead,Bachelors,34,8.5,4.4,95250.0,False,False,2018
EMP00214,Female,HR,Lead,Bachelors,32,10.3,4.4,93760.0,False,True,2015
EMP00215,Female,Engineering,Manager,Bachelors,24,6.5,4.0,102204.0,True,False,2020
EMP00216,Female,Finance,Associate,Bachelors,39,14.1,3.6,66171.0,False,False,2012
EMP00217,Male,Operations,Lead,Bachelors,34,8.0,2.8,93278.0,False,True,2018
EMP00218,Male,Engineering,Associate,Bachelors,32,8.1,3.8,55733.0,True,False,2018
EMP00219,Female,HR,Senior,Masters,24,3.4,3.3,76225.0,False,False,2022
EMP00220,Male,Operations,Lead,Bachelors,33,8.7,3.7,98000.0,True,True,2016
EMP00221,Male,Operations,Manager,Masters,26,6.5,3.0,106200.0,False,False,2020
EMP00222,Male,Marketing,Senior,Bachelors,26,4.6,3.3,78393.0,False,False,2020
EMP00223,Female,Engineering,Senior,Bachelors,26,3.9,3.5,67178.0,False,False,2022
EMP00224,Female,Operations,Associate,Bachelors,44,17.7,3.5,74443.0,False,False,2007
EMP00225,Male,Operations,Associate,Bachelors,29,5.9,3.7,57016.0,False,False,2019
EMP00226,Female,HR,Associate,Bachelors,24,1.2,3.1,44965.0,False,False,2024
EMP00227,Male,Operations,Manager,Masters,34,4.2,2.6,109479.0,False,True,2021
EMP00228,Male,Engineering,Senior,Bachelors,32,6.8,4.4,83773.0,False,True,2019
EMP00229,Female,HR,Director,Bachelors,34,9.2,4.9,128535.0,False,False,2017
EMP00230,Male,Engineering,Associate,Bachelors,32,9.2,3.7,64541.0,True,False,2017
EMP00231,Male,Operations,Lead,Bachelors,32,9.7,2.6,100464.0,True,False,2016
EMP00232,Male,Finance,Lead,Bachelors,22,4.4,2.9,94283.0,False,True,2021
EMP00233,Female,Operations,Lead,Bachelors,35,8.4,3.7,94259.0,False,False,2017
EMP00234,Female,HR,Senior,Bachelors,29,3.5,4.2,71613.0,False,False,2022
EMP00235,Female,Engineering,Lead,Bachelors,28,4.5,2.7,79792.0,False,False,2022
EMP00236,Female,Engineering,Manager,Masters,27,3.3,3.3,102720.0,False,False,2023
EMP00237,Male,Marketing,Senior,PhD,28,2.2,3.5,71969.0,False,True,2023
EMP00238,Female,Finance,Associate,Bachelors,31,11.3,3.9,62301.0,False,False,2014
EMP00239,Male,Engineering,Associate,Masters,32,9.8,3.2,69411.0,False,False,2016
EMP00240,Male,Operations,Lead,Masters,31,10.9,2.5,94139.0,True,False,2015
EMP00241,Female,Sales,Senior,Bachelors,37,7.2,3.8,80873.0,False,False,2019
EMP00242,Female,Marketing,Senior,Masters,37,10.1,4.1,77529.0,True,False,2016
EMP00243,Male,Sales,Lead,Masters,21,0.0,3.4,87470.0,False,False,2025
EMP00244,Male,Marketing,Senior,PhD,30,10.5,3.6,82970.0,False,False,2014
EMP00245,Female,Marketing,Lead,PhD,31,7.7,3.1,83791.0,False,False,2018
EMP00246,Female,Engineering,Lead,Bachelors,32,9.5,2.9,91685.0,False,False,2016
EMP00247,Female,HR,Lead,Bachelors,29,8.5,4.0,98420.0,False,False,2016
EMP00248,Male,Finance,Lead,Bachelors,33,3.1,3.6,94155.0,True,False,2023
EMP00249,Male,Operations,Manager,Bachelors,26,1.0,3.7,105808.0,False,False,2024
EMP00250,Male,Sales,Lead,Bachelors,30,4.2,4.3,86430.0,True,False,2021
EMP00251,Female,Operations,Director,PhD,31,9.3,2.8,121759.0,False,False,2017
EMP00252,Female,Operations,Associate,Bachelors,36,9.8,3.1,69307.0,False,False,2016
EMP00253,Male,Operations,Lead,Bachelors,24,1.5,3.5,84380.0,False,False,2024
EMP00254,Male,Marketing,Lead,Masters,26,3.1,3.1,95658.0,False,False,2023
EMP00255,Male,Operations,Senior,Bachelors,30,4.1,3.9,72114.0,False,False,2021
EMP00256,Female,HR,Associate,Bachelors,25,5.6,3.3,52466.0,False,False,2019
EMP00257,Female,Engineering,Senior,PhD,30,1.6,2.8,65970.0,True,False,2024
EMP00258,Male,Sales,Senior,Bachelors,26,1.3,3.4,66869.0,False,False,2025
EMP00259,Male,Finance,Manager,Bachelors,32,3.7,3.5,116419.0,False,False,2021
EMP00260,Female,Engineering,Associate,Bachelors,28,7.3,4.0,57514.0,False,False,2018
EMP00261,Male,Marketing,Associate,PhD,24,2.3,3.6,56093.0,False,False,2023
EMP00262,Female,Finance,Senior,Bachelors,27,6.5,3.7,72581.0,True,False,2020
EMP00263,Male,Engineering,Senior,Bachelors,36,11.2,3.6,88235.0,True,False,2015
EMP00264,Male,Marketing,Associate,Bachelors,26,1.8,3.3,58915.0,False,False,2024
EMP00265,Female,Sales,Senior,Bachelors,29,6.2,3.0,70790.0,True,False,2020
EMP00266,Male,HR,Senior,PhD,32,11.1,3.6,92369.0,False,False,2014
EMP00267,Male,Sales,Associate,Bachelors,26,5.3,3.2,55104.0,False,False,2021
EMP00268,Male,Operations,Lead,PhD,29,4.7,4.4,99306.0,True,False,2021
EMP00269,Male,Engineering,Senior,Bachelors,34,11.7,4.2,90106.0,False,False,2014
EMP00270,Male,Operations,Manager,Bachelors,28,5.8,3.8,109826.0,False,True,2019
EMP00271,Male,Finance,Senior,Masters,40,11.4,3.6,86755.0,False,False,2014
EMP00272,Male,Operations,Associate,Bachelors,32,8.7,3.3,62979.0,False,False,2016
EMP00273,Male,Operations,Director,Bachelors,33,5.6,2.6,124787.0,False,False,2020
EMP00274,Female,Sales,Senior,Masters,31,8.9,3.3,75738.0,False,False,2016
EMP00275,Female,Operations,Associate,Bachelors,33,8.3,3.5,58008.0,False,False,2018
EMP00276,Male,HR,Manager,Bachelors,35,11.1,3.5,120860.0,False,False,2015
EMP00277,Male,Operations,Associate,PhD,24,4.8,3.7,58026.0,False,False,2021
EMP00278,Male,Operations,Manager,Bachelors,35,7.2,4.0,116440.0,True,False,2019
EMP00279,Female,HR,Lead,Bachelors,30,6.8,3.0,88734.0,True,False,2018
EMP00280,Female,Marketing,Director,Bachelors,36,9.8,3.0,125284.0,False,False,2015
EMP00281,Male,Engineering,Director,Bachelors,25,2.9,4.3,126674.0,False,True,2022
EMP00282,Male,Engineering,Associate,Bachelors,35,11.1,3.9,78977.0,True,False,2015
EMP00283,Male,Marketing,Lead,Masters,30,8.9,3.2,93313.0,True,False,2016
EMP00284,Male,Finance,Senior,Bachelors,29,1.7,3.3,68111.0,False,False,2023
EMP00285,Male,HR,Lead,Masters,37,11.8,3.3,101577.0,False,False,2014
EMP00286,Male,Marketing,Lead,Bachelors,41,15.9,3.4,118212.0,False,False,2009
EMP00287,Male,Sales,Associate,Bachelors,39,11.0,3.7,62319.0,True,False,2015
EMP00288,Male,HR,Associate,Bachelors,40,12.7,4.9,75454.0,False,False,2013
EMP00289,Male,HR,Associate,Masters,34,7.3,3.5,62444.0,False,False,2019
EMP00290,Male,Operations,Associate,Bachelors,21,0.4,3.8,53334.0,False,False,2026
EMP00291,Female,Finance,Associate,Bachelors,22,0.0,2.4,47935.0,False,True,2026
EMP00292,Male,HR,Manager,Masters,29,8.0,3.1,120163.0,False,False,2017
EMP00293,Female,Operations,Senior,Bachelors,31,4.6,4.1,72777.0,False,False,2020
EMP00294,Male,Marketing,Manager,Bachelors,28,3.3,3.6,110526.0,False,False,2022
EMP00295,Female,Operations,Lead,Masters,27,6.7,1.0,74851.0,False,False,2019
EMP00296,Female,Marketing,Lead,Bachelors,33,9.5,3.8,93015.0,False,False,2016
EMP00297,Female,Engineering,Senior,Bachelors,21,1.2,4.6,66959.0,False,False,2025
EMP00298,Female,Marketing,Manager,Bachelors,29,5.2,2.2,92992.0,False,False,2020
EMP00299,Female,Engineering,Lead,Bachelors,32,13.0,4.3,93111.0,False,False,2013
EMP00300,Female,Engineering,Lead,Bachelors,28,2.7,1.7,80731.0,False,False,2022
EMP00301,Female,Operations,Manager,Masters,36,10.5,4.0,104832.0,True,True,2016
EMP00302,Male,Finance,Lead,Bachelors,35,5.1,3.4,94443.0,False,False,2021
EMP00303,Male,Sales,Senior,Masters,36,9.2,2.0,72894.0,False,False,2017
EMP00304,Male,Operations,Manager,PhD,34,11.4,3.7,118801.0,False,False,2015
EMP00305,Female,Engineering,Senior,Masters,36,10.0,4.1,87519.0,True,False,2016
EMP00306,Male,Sales,Manager,Masters,30,10.6,3.6,123052.0,True,False,2014
EMP00307,Male,Finance,Associate,Masters,24,2.4,3.8,59597.0,True,False,2024
EMP00308,Female,Sales,Associate,PhD,36,11.5,3.2,68610.0,False,False,2014
EMP00309,Male,Finance,Senior,Bachelors,21,3.6,2.3,67209.0,False,False,2021
EMP00310,Male,Operations,Associate,Bachelors,32,8.0,3.8,69396.0,False,False,2017
EMP00311,Male,Engineering,Director,Bachelors,29,8.0,4.4,131338.0,False,False,2017
EMP00312,Male,Engineering,Associate,Bachelors,33,8.9,4.1,68634.0,True,False,2017
